osmid,relations
30807314,
4332491202,
2057103273,
6579409036,
1203806263,
30978752,
4257949517,
4257949513,
4257949514,
1492282482,
42421728,
7784826655,
7784826657,
7784826658,
7784826659,
42421731,
42437916,
42432737,
3602678205,
42421737,
42437917,
42432744,
42421741,
42432756,
1061531654,
42437918,
42421745,
6900903299,
6900903341,
42428751,
42421749,
6900903305,
6900903307,
7785782268,
42431118,
42421751,
42432764,
42437920,
5004570628,
42421769,
42421772,
42443347,
4689234438,
42442463,
8709392092,
9193943842,
42421775,
1061531525,
8709392086,
8709392096,
8709392088,
42421776,
8727756090,
8727756094,
8727756088,
8727756092,
42421778,
4906056159,
42441587,
42421783,
9561253114,
1763749978,
8904913024,
9561253104,
42421785,
42421786,
9561253106,
9561314674,
42421791,
9561314691,
9561344669,
4814440061,
42421800,
7784867925,
7784867926,
7784867927,
42421803,
42421806,
42443349,
42437300,
42442475,
42437305,
7182103207,
42421809,
1061531683,
7182103205,
7182103213,
7182103216,
42421810,
8727756059,
8727756063,
8727756061,
8727756058,
42421820,
7554188472,
42441569,
42421828,
8309479447,
8309479446,
8309479408,
42421837,
8309479433,
8309479420,
8309479440,
42421852,
7087041449,
6993051360,
7598973478,
42421857,
42428858,
42421865,
561035342,
6886295091,
42443181,
6868145377,
42421877,
8265964345,
8265964346,
8265964350,
8265964360,
42421882,
4320194263,
4320194252,
42421889,
5690441977,
4320194267,
4320194262,
42421927,
8309479059,
8309479064,
8309479022,
8309479015,
42421932,
42421941,
7139624405,
7139624415,
8276468521,
42421946,
1251958156,
42452630,
8276468439,
42421951,
4145794845,
42421965,
42421960,
6904109938,
7139624471,
7139608183,
8276468430,
4145794851,
42421969,
7837165545,
7837165575,
7837165541,
42421972,
1061531777,
42428570,
7515977397,
7551756702,
42421974,
7551756705,
5481875128,
1241742749,
1241742563,
42421982,
7341396374,
2710204291,
9122683604,
5118033532,
42421985,
3371304373,
3533937800,
42430981,
2061592973,
42421993,
3718670419,
7123525299,
7106818627,
42421996,
9576549163,
9576549164,
3875114031,
42422000,
8699239315,
8699249517,
8699239313,
8699249520,
42422006,
8699249522,
8699249531,
8699249524,
1061531768,
42422016,
42422018,
42431044,
42431057,
6611164591,
42438052,
42437058,
42422026,
5215015525,
889298452,
5215013202,
5215015521,
42422028,
8262936767,
8262936764,
246858433,
7112917357,
5813276173,
42422035,
8262936678,
8262936679,
5889526046,
6552385852,
8213945017,
42422038,
8262936613,
8262936615,
8262936614,
42422042,
5083818848,
5083818849,
5083818851,
8262936632,
42422046,
8281922210,
8281922200,
42422050,
8281922198,
8281922197,
8281922199,
42422053,
7138157359,
7138157353,
7138157375,
7138157379,
42422258,
4872623861,
4872623865,
3914863394,
42422283,
4885904498,
4885904496,
3898690195,
3884569924,
42422592,
595295501,
4906056158,
4906056162,
42422691,
593473315,
8418104228,
2300353425,
42422703,
