X,Y,Id,Name,LayerID,LayerTextID,City,Street,Number,Order,Startdate,Enddate,PAE,category,Selected_Categories
-73.9797845,40.6897753,953420,Chau Down,151,rapi,New york,Dekalb Ave,80,3,2019-07-15,None,,menjar ràpid ,Fast food
-73.9801523,40.6880647,953425,Golden Krust Caribbean Restaurant,151,rapi,New york,Flatbush Ave,21,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9800652,40.6879904,953427,Nathan's,151,rapi,New york,Flatbush Ave,25,3,2019-07-15,None,,menjar ràpid ,Fast food
-73.9801134,40.688027,953426,Siri Pharmacy,16,farm,New york,Flatbush Ave,23,2,2019-07-15,None,,farmàcia i ortopèdia,Pharmacy
-73.9783902,40.6897095,953412,Gourmet Garden 8,151,rapi,New york,Dekalb Ave,108,3,2019-07-15,None,,menjar ràpid ,Fast food
-73.9783451,40.6897046,953411,Hot Chix,151,rapi,New york,Dekalb Ave,110,2,2019-07-15,None,,menjar ràpid ,Fast food
-73.9787014,40.6897082,953414,Brooklyn Center Pharmacy,16,farm,New york,Dekalb Ave,104,1,2019-07-15,None,,farmàcia i ortopèdia,Pharmacy
-73.9789891,40.6897268,953417,Teriyaki Burrito House,151,rapi,New york,Dekalb Ave,95,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9788483,40.6897326,953416,Pipitone's,151,rapi,New york,Dekalb Ave,100,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9796987,40.6897712,953419,Sunny's Bagels,151,rapi,New york,Dekalb Ave,76,2,2019-07-15,None,,menjar ràpid ,Fast food
-73.9796166,40.6897343,953418,smashburger,151,rapi,New york,Dekalb Ave,74,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.981691,40.6898206,953401,The Wei,151,rapi,New york,Dekalb Ave,30,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.977409,40.6896579,953404,Ashland Pharmacy,16,farm,New york,Dekalb Ave,123,1,2019-07-15,None,,farmàcia i ortopèdia,Pharmacy
-73.9801424,40.6898093,953403,Hungry Ghost Coffee,23,cafe,New york,Dekalb Ave,80,5,2019-07-15,None,,cafeteria,Coffee shop
-73.9780474,40.6896991,953407,Greene Bites Deli and Grille,151,rapi,New york,Dekalb Ave,116,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9776115,40.6896812,953405,Luv N Oven Pizza,151,rapi,New york,Dekalb Ave,120,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9782841,40.6896975,953410,Caffe 'E Vino,23,cafe,New york,Dekalb Ave,112,1,2019-07-15,None,,cafeteria,Coffee shop
-73.9781828,40.6897113,953409,Juice Box,151,rapi,New york,Dekalb Ave,114,3,2019-07-15,None,,menjar ràpid ,Fast food
-73.9819369,40.6902113,953394,Junior's Restaurant and Bakery,2,rest,New york,Flatbush Ave Ext,386,1,2019-07-15,None,,restaurant,Restaurants
-73.9806948,40.6889897,953393,McDonald's,151,rapi,New york,Flatbush Ave Ext,395,9,2019-07-15,None,,menjar ràpid ,Fast food
-73.9832058,40.6909584,953396,Trader Joes,8,moda,New york,Albee Square W,445,2,2019-07-15,None,,roba i complements,Clothes shop
-73.9833328,40.6903493,953398,Century 21,9,joie,New york,Albee Square W,445,3,2019-07-15,None,,joieria i rellotgeria ,Jewellery
-73.9833154,40.6902079,953397,Century 21,8,moda,New york,Albee Square W,445,4,2019-07-15,None,,roba i complements,Clothes shop
-73.9818023,40.6898257,953400,FDA Jeans Stores,8,moda,New york,Dekalb Ave,22,1,2019-07-15,None,,roba i complements,Clothes shop
-74.0237674,40.6256923,952163,Leonidas Realty,10,inmo,New york,80th St,509,1,2019-08-02,None,,gestió immobiliària,Real state agency
-74.024334,40.6260271,952155,Kon Tiki Travel Inc,21,viat,New york,80th St,483,2,2019-08-02,None,,agència de viatges,Travel agencies
-74.0241255,40.624754,952154,Bobbys Jewelry,9,joie,New york,81 St,514,1,2019-08-02,None,,joieria i rellotgeria ,Jewellery
-74.0242951,40.6257854,952158,Alexis Hair Care,4,pelu,New york,80th St,482,1,2019-08-02,None,,perruqueria,Hairdresser and beauty salon
-74.0243588,40.6260413,952156,Mary Ts Unisex Salon,4,pelu,New york,80th St,483,1,2019-08-02,None,,perruqueria,Hairdresser and beauty salon
-74.0243186,40.6257966,952161,Hair By Zanis,4,pelu,New york,80th St,482,2,2019-08-02,None,,perruqueria,Hairdresser and beauty salon
-74.0243676,40.6258226,952160,Vallas Real Estate,10,inmo,New york,80th St,480,2,2019-08-02,None,,gestió immobiliària,Real state agency
-73.988575,40.6924746,952436,CAVA,2,rest,New york,Adams St,345,5,2019-07-10,None,,restaurant,Restaurants
-73.9885697,40.6925783,952435,Panera Bread,33,forn,New york,Adams St,345,4,2019-07-10,None,,forn de pa,Bakery
-73.9874987,40.6918741,952441,Jay Street Finest Deli,151,rapi,New york,Jay St,408,3,2019-07-10,None,,menjar ràpid ,Fast food
-73.987498,40.691812,952440,Hair 4 You,4,pelu,New york,Jay St,408,2,2019-07-10,None,,perruqueria,Hairdresser and beauty salon
-73.987496,40.6919742,952442,Treasure Chest of Jewelry,9,joie,New york,Jay St,406,1,2019-07-10,None,,joieria i rellotgeria ,Jewellery
-73.9873907,40.6964177,952427,Concord Market,110,colma,New york,Tillary St,91,1,2019-07-10,None,,queviures,Supermarket
-73.9884638,40.6937365,952430,Marriot,47,hote,New york,Adams St,333,1,2019-07-10,None,,hotels i allotjaments,Hotels
-73.9884464,40.6954895,952428,New York City College of Technology Bookstore,6,pape,New york,Adams St,259,1,2019-07-10,None,,"papereria, llibreria i copisteria",Copy shop
-73.9885187,40.6932507,952431,Rocco's Tacos & Tequila Bar,40,bar,New york,Adams St,339,1,2019-07-10,None,,bar de tapes ,Restaurants
-73.9885818,40.6927146,952434,The Juice Shop,151,rapi,New york,Adams St,345,3,2019-07-10,None,,menjar ràpid ,Fast food
-73.9885818,40.6928549,952433,Potbelly Sandwich Shop,151,rapi,New york,Adams St,345,2,2019-07-10,None,,menjar ràpid ,Fast food
-73.9883952,40.6964429,952425,Brooklyn Bridge Bistro,2,rest,New york,Tillary St,63,1,2019-07-10,None,,restaurant,Restaurants
-73.9915208,40.6947017,952424,Citi Bank,3,banca,New york,Pierrepoint St,142,1,2019-07-10,None,,banca i serveis financers,Banks and financial services
-73.9864504,40.6916452,952474,Hibachi King Express,151,rapi,New york,Lawrence St,150,3,2019-07-10,None,,menjar ràpid ,Fast food
-73.9864504,40.6916005,952473,Lee's Villa,2,rest,New york,Lawrence St,152,2,2019-07-10,None,,restaurant,Restaurants
-73.9864424,40.6917628,952476,Kaba African Hair Braiding,4,pelu,New york,Lawrence St,146,2,2019-07-10,None,,perruqueria,Hairdresser and beauty salon
-73.9864457,40.6917376,952475,Yaso Tangbao,151,rapi,New york,Lawrence St,148,1,2019-07-10,None,,menjar ràpid ,Fast food
-73.9864383,40.6918461,952478,Raksha Spa,30,salud,New york,Lawrence St,144,1,2019-07-10,None,,estètica i bellesa,Hairdresser and beauty salon
-73.986441,40.6918024,952477,Papa Johns Pizza,151,rapi,New york,Lawrence St,146,3,2019-07-10,None,,menjar ràpid ,Fast food
-73.9864256,40.6919559,952480,Koji,30,salud,New york,Lawrence St,140,1,2019-07-10,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9864397,40.691896,952479,Long Nail Salon,30,salud,New york,Lawrence St,142,1,2019-07-10,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9871484,40.6919285,952465,Subway,151,rapi,New york,Jay St,391,1,2019-07-10,None,,menjar ràpid ,Fast food
-73.9871417,40.6919737,952464,Dunkin' Donuts,151,rapi,New york,Jay St,387,2,2019-07-10,None,,menjar ràpid ,Fast food
-73.9871227,40.6918234,952467,Top Beauty,30,salud,New york,Jay St,395,2,2019-07-10,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9871516,40.6918824,952466,Faith Art Gallery,148,arte,New york,Jay St,395,1,2019-07-10,None,,art i col·lecció,Art and Culture
-73.9864497,40.691477,952470,Mr Fulton,151,rapi,New york,Lawrence St,156,2,2019-07-10,None,,menjar ràpid ,Fast food
-73.9864591,40.6914434,952469,Greek Xpress,151,rapi,New york,Lawrence St,158,1,2019-07-10,None,,menjar ràpid ,Fast food
-73.9864558,40.6915603,952472,JA Nail,30,salud,New york,Lawrence St,154,1,2019-07-10,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9864477,40.6915131,952471,Gong Cha,23,cafe,New york,Lawrence St,156,3,2019-07-10,None,,cafeteria,Coffee shop
-73.9871037,40.6926279,952454,Metro Cafe,2,rest,New york,Jay St,369,1,2019-07-10,None,,restaurant,Restaurants
-73.9871331,40.6924356,952457,Jide's Dandy Men Clothing Store,8,moda,New york,Jay St,375,3,2019-07-10,None,,roba i complements,Clothes shop
-73.9871404,40.6920724,952460,Walalde,116,basar,New york,Jay St,383,3,2019-07-10,None,,basar,Bazaar
-73.9871243,40.6920851,952459,Shoe Bug,13,saba,New york,Jay St,383,2,2019-07-10,None,,sabateria,Shoe shop
-73.9874855,40.6937724,952447,Metro Jewelers,9,joie,New york,Jay St,340,1,2019-07-10,None,,joieria i rellotgeria ,Jewellery
-73.9874906,40.6921288,952446,Buffalo Boss,151,rapi,New york,Jay St,400,5,2019-07-10,None,,menjar ràpid ,Fast food
-73.9874788,40.693837,952449,Eye Crafters,18,opti,New york,Jay St,340,3,2019-07-10,None,,òptica,Optician's shop
-73.9870729,40.6929878,952452,WC Art and Drafting Supply,148,arte,New york,Jay St,351,1,2019-07-10,None,,art i col·lecció,Art and Culture
-73.9874935,40.6939043,952450,,3,banca,New york,Jay St,350,14,2019-07-10,None,,banca i serveis financers,Banks and financial services
-73.9860668,40.6920868,952515,Casella Bagel Coffee Shop,151,rapi,New york,Willoughby St,66,2,2019-07-10,None,,menjar ràpid ,Fast food
-73.9860292,40.6920792,952514,Amy's Hair Braiding,4,pelu,New york,Willoughby St,66,1,2019-07-10,None,,perruqueria,Hairdresser and beauty salon
-73.9860962,40.6920911,952516,Domo Taco,151,rapi,New york,Willoughby St,66,3,2019-07-10,None,,menjar ràpid ,Fast food
-73.986604,40.6921104,952519,Colleen's House of Beauty,30,salud,New york,Willoughby St,56,1,2019-07-10,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9865507,40.6921084,952518,Giovanni Jewelers,9,joie,New york,Willoughby St,60,1,2019-07-10,None,,joieria i rellotgeria ,Jewellery
-73.9866337,40.6921122,952520,Dining Room,2,rest,New york,Willoughby St,56,2,2019-07-10,None,,restaurant,Restaurants
-73.9867705,40.6923284,952501,Vanessa Ladies Wear Boutique,8,moda,New york,Willoughby St,55,5,2019-07-10,None,,roba i complements,Clothes shop
-73.9868117,40.6923306,952500,Fatou Professional Hair Braiding,4,pelu,New york,Willoughby St,51,4,2019-07-10,None,,perruqueria,Hairdresser and beauty salon
-73.9858233,40.6923079,952507,Rawaj Eyebrow Threading,30,salud,New york,Willoughby St,81,2,2019-07-10,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9864483,40.6923329,952505,99c City,116,basar,New york,Willoughby St,97,3,2019-07-10,None,,basar,Bazaar
-73.9856375,40.6920741,952510,Tio Pio,151,rapi,New york,Willoughby St,78,1,2019-07-10,None,,menjar ràpid ,Fast food
-73.9861463,40.6913878,952492,Precious Nails,30,salud,New york,Lawrence St,153,2,2019-07-10,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9878939,40.6923685,952494,CFSC,3,banca,New york,Willoughby St,25,1,2019-07-10,None,,banca i serveis financers,Banks and financial services
-73.9869244,40.6923378,952497,Medina Restaurant,151,rapi,New york,Willoughby St,51,2,2019-07-10,None,,menjar ràpid ,Fast food
-73.9869801,40.6923421,952496,Downtown Natural Market,110,colma,New york,Willoughby St,51,1,2019-07-10,None,,queviures,Supermarket
-73.986852,40.6923357,952499,99c Fresh Hot Pizza,151,rapi,New york,Willoughby St,51,4,2019-07-10,None,,menjar ràpid ,Fast food
-73.9868857,40.6923345,952498,Metro Tech Barber Shop,4,pelu,New york,Willoughby St,51,3,2019-07-10,None,,perruqueria,Hairdresser and beauty salon
-73.9864398,40.6920853,952482,Pio Bagel,151,rapi,New york,Lawrence St,136,2,2019-07-10,None,,menjar ràpid ,Fast food
-73.9864256,40.6920159,952481,Sunrise Mini Mart,110,colma,New york,Lawrence St,136,1,2019-07-10,None,,queviures,Supermarket
-73.986167,40.6919122,952486,Jupioca,151,rapi,New york,Lawrence St,135,2,2019-07-10,None,,menjar ràpid ,Fast food
-73.9861597,40.691804,952488,Golden Crust,151,rapi,New york,Lawrence St,139,1,2019-07-10,None,,menjar ràpid ,Fast food
-73.9861489,40.6918544,952487,Sisters Unisex Salon,4,pelu,New york,Lawrence St,137,1,2019-07-10,None,,perruqueria,Hairdresser and beauty salon
-73.9924853,40.6903693,952550,Five Element Bodywork,30,salud,New york,State St,194,2,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9917108,40.6903622,952552,Sanpanino Sandwich Shop,151,rapi,New york,State St,187,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9854562,40.6913628,952538,Go Detox,151,rapi,New york,Bridge St,398,4,2019-07-10,None,,menjar ràpid ,Fast food
-73.9845079,40.691491,952543,Sheraton Brooklyn New York Hotel,47,hote,New york,Duffield St,228,2,2019-07-10,None,,hotels i allotjaments,Hotels
-73.9845045,40.6916916,952545,Aloft,47,hote,New york,Duffield St,216,1,2019-07-10,None,,hotels i allotjaments,Hotels
-73.9845059,40.6915332,952544,Starbucks,23,cafe,New york,Duffield St,228,3,2019-07-10,None,,cafeteria,Coffee shop
-73.9844598,40.6924132,952547,Golden Fried Dumpling,151,rapi,New york,Duffield St,192,2,2019-07-10,None,,menjar ràpid ,Fast food
-73.9844611,40.692338,952546,The Nail Story,30,salud,New york,Duffield St,194,1,2019-07-10,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9876277,40.6921566,952531,Mediterranean Grill,151,rapi,New york,Willoughby St,34,1,2019-07-10,None,,menjar ràpid ,Fast food
-73.988076,40.6921629,952532,Blimpie,151,rapi,New york,Willoughby St,24,1,2019-07-10,None,,menjar ràpid ,Fast food
-73.9854636,40.6912306,952535,Fulton Fabric,8,moda,New york,Bridge St,402,1,2019-07-10,None,,roba i complements,Clothes shop
-73.9854562,40.6913206,952537,Downtown Eye Care,18,opti,New york,Bridge St,398,3,2019-07-10,None,,òptica,Optician's shop
-73.9854615,40.6912809,952536,Express Hair Salon,4,pelu,New york,Bridge St,400,2,2019-07-10,None,,perruqueria,Hairdresser and beauty salon
-73.9868031,40.6921152,952523,Faith Pharmacy,16,farm,New york,Willoughby St,52,2,2019-07-10,None,,farmàcia i ortopèdia,Pharmacy
-73.9867715,40.6921148,952522,Yummy Taco,151,rapi,New york,Willoughby St,52,1,2019-07-10,None,,menjar ràpid ,Fast food
-73.9868326,40.6921155,952524,BK Express,151,rapi,New york,Willoughby St,52,3,2019-07-10,None,,menjar ràpid ,Fast food
-73.9869673,40.6921204,952527,Bofanta African Hair Braiding,4,pelu,New york,Willoughby St,44,1,2019-07-10,None,,perruqueria,Hairdresser and beauty salon
-73.9870444,40.6921229,952529,Bombay Beauty Salon,30,salud,New york,Willoughby St,44,3,2019-07-10,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9870015,40.6921216,952528,Hawa Smoothies & Bubble Tea,151,rapi,New york,Willoughby St,44,2,2019-07-10,None,,menjar ràpid ,Fast food
-73.9803242,40.6873741,952593,Sally Young,4,pelu,New york,Livingston St,368,3,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9802544,40.6873476,952592,Express Shoe Repair,13,saba,New york,Livingston St,370,2,2019-06-20,None,,sabateria,Shoe shop
-73.9805133,40.6874585,952596,Exclusive Eyewear,18,opti,New york,Livingston St,362,5,2019-06-20,None,,òptica,Optician's shop
-73.9806478,40.6875274,952597,UniKwax Centre,30,salud,New york,Livingston St,360,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9813298,40.6877485,952602,Metro Feast,23,cafe,New york,Livingston St,340,1,2019-06-20,None,,cafeteria,Coffee shop
-73.9810951,40.6876773,952600,Designer Nails Inc.,30,salud,New york,Livingston St,344,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9820401,40.6883648,952584,Wing Stop,151,rapi,New york,Livingston St,289,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9818981,40.688295,952586,Passion Plus,8,moda,New york,Livingston St,293,1,2019-06-20,None,,roba i complements,Clothes shop
-73.9815689,40.6881716,952589,Emmy Nails Inc.,30,salud,New york,Livingston St,303,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9818411,40.6882797,952587,,8,moda,New york,Livingston St,295,1,2019-06-20,None,,roba i complements,Clothes shop
-73.9802169,40.6873293,952591,Livingston Diner,23,cafe,New york,Livingston St,372,1,2019-06-20,None,,cafeteria,Coffee shop
-73.9814815,40.688137,952590,Nails & Bags,30,salud,New york,Livingston St,305,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9843513,40.689304,952573,Jennifer Furniture,7,llar,New york,Livingston St,229,1,2019-06-20,None,,"llar, decoració i mobiliari",Household items
-73.9876271,40.6905237,952572,New Apollo Diner,23,cafe,New york,Livingston St,155,1,2019-06-20,None,,cafeteria,Coffee shop
-73.9833705,40.6888582,952575,99c Hot Pizza,151,rapi,New york,Livingston St,255,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9838064,40.6890606,952574,IHOP,2,rest,New york,Livingston St,253,1,2019-06-20,None,,restaurant,Restaurants
-73.9831425,40.6887779,952578,Classy Beauty Supply,30,salud,New york,Livingston St,251,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9862558,40.6892338,952568,Blue Cafe,23,cafe,New york,Schermerhorn St,193,2,2019-06-20,None,,cafeteria,Coffee shop
-73.9887953,40.6909705,952570,Karver,33,forn,New york,Livingston St,129,1,2019-06-20,None,,forn de pa,Bakery
-73.9851966,40.6892595,952629,Edible Arrangements,15,past,New york,Livingston St,224,1,2019-06-20,None,,dolços i pastissos,Bakery
-73.9859216,40.6895604,952632,Bella Pizza,151,rapi,New york,Livingston St,208,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9862663,40.6896896,952636,I Care Pharmacy,16,farm,New york,Livingston St,200,2,2019-06-20,None,,farmàcia i ortopèdia,Pharmacy
-73.9871028,40.6899969,952638,Dallas BBQ,151,rapi,New york,Livingston St,180,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9838978,40.6887591,952623,Mattress Firm,7,llar,New york,Livingston St,268,1,2019-06-20,None,,"llar, decoració i mobiliari",Household items
-73.983482,40.6885501,952622,Devocion,23,cafe,New york,Livingston St,276,2,2019-06-20,None,,cafeteria,Coffee shop
-73.9842214,40.6888723,952625,Value Furniture Warehouse,7,llar,New york,Livingston St,254,1,2019-06-20,None,,"llar, decoració i mobiliari",Household items
-73.9850598,40.689231,952627,Sight N'Style,18,opti,New york,Livingston St,228,1,2019-06-20,None,,òptica,Optician's shop
-73.9822184,40.6881255,952613,Eyes & Optics,18,opti,New york,Livingston St,314,1,2019-06-20,None,,òptica,Optician's shop
-73.9821547,40.6881,952612,Diallo Nene Hair Braiding inc.,30,salud,New york,Livingston St,316,3,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9823058,40.6881602,952615,Pretty Lady,30,salud,New york,Livingston St,310,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9822508,40.6881389,952614,Top Nail Design,30,salud,New york,Livingston St,312,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9823943,40.6881948,952617,Hair Heaven,4,pelu,New york,Livingston St,308,3,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9823501,40.6881765,952616,Honey Cosmetics,30,salud,New york,Livingston St,310,2,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9815851,40.6878804,952604,Angelica,151,rapi,New york,Livingston St,332,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9818302,40.6879739,952607,Patty Plus,33,forn,New york,Livingston St,324,1,2019-06-20,None,,forn de pa,Bakery
-73.9817625,40.6879526,952606,Nevins Drugs Inc.,16,farm,New york,Livingston St,326,1,2019-06-20,None,,farmàcia i ortopèdia,Pharmacy
-73.9819435,40.688039,952609,Foye Princess,4,pelu,New york,Livingston St,320,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.981906,40.6879963,952608,Dunkin Donuts,151,rapi,New york,Livingston St,322,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9820783,40.6880726,952611,Nifu Food,151,rapi,New york,Livingston St,318,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9820039,40.6880477,952610,Portabella,8,moda,New york,Livingston St,320,2,2019-06-20,None,,roba i complements,Clothes shop
-73.984431,40.6878178,952668,K's Kutz,4,pelu,New york,Bond St,66,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9821266,40.689125,952672,NY Jewelry,9,joie,New york,Hanover Pl,9,1,2019-06-20,None,,joieria i rellotgeria ,Jewellery
-73.984319,40.6878886,952670,Amy's Professional African Hair Braiding,4,pelu,New york,Bond St,62,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9821521,40.6890925,952673,Gourmet Cafe,23,cafe,New york,Hanover Pl,9,2,2019-06-20,None,,cafeteria,Coffee shop
-73.9849475,40.6865931,952659,Dvir Salon,4,pelu,New york,Bond St,99,2,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9848959,40.6866328,952658,Jnana,30,salud,New york,Bond St,97,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9852871,40.6864744,952662,Building on Bond,2,rest,New york,Bond St,112,1,2019-06-20,None,,restaurant,Restaurants
-73.9909452,40.6913037,952649,Chu's Gourmet,2,rest,New york,Livingston St,82,2,2019-06-20,None,,restaurant,Restaurants
-73.9831513,40.6891723,952652,Ashley Furniture,7,llar,New york,Bond St,15,2,2019-06-20,None,,"llar, decoració i mobiliari",Household items
-73.9833391,40.6889166,952655,Taqueria,2,rest,New york,Bond St,25,1,2019-06-20,None,,restaurant,Restaurants
-73.9841674,40.6876815,952657,Richard's New York Hair Salon,4,pelu,New york,Bond St,69,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9841097,40.6877608,952656,Indique,4,pelu,New york,Bond St,65,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9907072,40.6912351,952646,Lavatera,2,rest,New york,Livingston St,88,1,2019-06-20,None,,restaurant,Restaurants
-73.9906392,40.6912015,952645,Piz-zetta Pizzeria,2,rest,New york,Livingston St,90,1,2019-06-20,None,,restaurant,Restaurants
-73.9798907,40.6824886,952703,Espo's Art World,148,arte,New york,4th Ave,72,1,2019-06-20,None,,art i col·lecció,Art and Culture
-73.9792479,40.6826155,952708,New China Wok,2,rest,New york,4th Ave,57,1,2019-06-20,None,,restaurant,Restaurants
-73.9539076,40.6806225,952712,Fulton Barber Shop,4,pelu,New york,Fulton St,1180,2,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9389916,40.6796912,952714,Fulton Drugs INC.,16,farm,New york,Fulton St,1548,1,2019-06-20,None,,farmàcia i ortopèdia,Pharmacy
-73.9405801,40.6797661,952713,99 Cents & Up,116,basar,New york,Fulton St,1508,1,2019-06-20,None,,basar,Bazaar
-73.9793035,40.6833032,952695,No Pork Halal Kitchen,151,rapi,New york,4th Ave,50,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9796569,40.6828893,952698,Casablanca Barber Shop,4,pelu,New york,4th Ave,62,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.979612,40.6829315,952697,Creative Threading Salon,30,salud,New york,4th Ave,60,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9818097,40.6874986,952687,EVEN Hotel,47,hote,New york,Nevins St,46,1,2019-06-20,None,,hotels i allotjaments,Hotels
-73.9824424,40.6866429,952686,Brooklyn Body,30,salud,New york,Nevins St,68,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9784874,40.6846732,952689,The Vitamin Shoppe,16,farm,New york,4th Ave,12,1,2019-06-20,None,,farmàcia i ortopèdia,Pharmacy
-73.9804533,40.6854847,952688,Claw Daddy's,2,rest,New york,3rd Ave,31,1,2019-06-20,None,,restaurant,Restaurants
-73.978718,40.6842463,952690,PLS Check Cashing Store,3,banca,New york,4th Ave,18,1,2019-06-20,None,,banca i serveis financers,Banks and financial services
-73.979227,40.6834593,952694,Deli & Grill,151,rapi,New york,4th Ave,44,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9791875,40.6835128,952693,Eat Fresh Food Restaurant,2,rest,New york,4th Ave,42,1,2019-06-20,None,,restaurant,Restaurants
-73.9813056,40.6882922,952679,Nevins Optimo Shop,116,basar,New york,Nevins St,22,2,2019-06-20,None,,basar,Bazaar
-73.9812727,40.6883579,952678,Heads Up,4,pelu,New york,Nevins St,20,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9814048,40.6881214,952681,Nevins Deli & Grill,151,rapi,New york,Nevins St,26,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9813244,40.688275,952680,Mike & Co,9,joie,New york,Nevins St,24,1,2019-06-20,None,,joieria i rellotgeria ,Jewellery
-73.9823472,40.6863593,952682,Cassandra Beauty Salon,30,salud,New york,Nevins St,75,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9824974,40.6865844,952685,Nabu David,8,moda,New york,Nevins St,72,2,2019-06-20,None,,roba i complements,Clothes shop
-73.9825215,40.6865396,952684,Creative Expressions,8,moda,New york,Nevins St,74,1,2019-06-20,None,,roba i complements,Clothes shop
-73.9438462,40.6799657,952755,Popeyes Louisiana Kitchen,151,rapi,New york,Fulton St,1422,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9431343,40.6799252,952754,Aphrika Hair,4,pelu,New york,Fulton St,1442,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.944379,40.6799183,952758,Super Foodtown of Bedford Stuyvesant,110,colma,New york,Fulton St,1420,1,2019-06-20,None,,queviures,Supermarket
-73.944768,40.6799814,952757,Citibank,3,banca,New york,Fulton St,1398,2,2019-06-20,None,,banca i serveis financers,Banks and financial services
-73.945498,40.6800218,952760,Chase Bank,3,banca,New york,Fulton St,1380,1,2019-06-20,None,,banca i serveis financers,Banks and financial services
-73.9481837,40.6801846,952759,Tony's Health Food Supermarket,110,colma,New york,Fulton St,1316,2,2019-06-20,None,,queviures,Supermarket
-73.9451126,40.6800241,952761,Carver Savings Bank,3,banca,New york,Fulton St,1392,3,2019-06-20,None,,banca i serveis financers,Banks and financial services
-73.9449758,40.6799885,952741,Nicholas Brooklyn,8,moda,New york,Fulton St,1396,1,2019-06-20,None,,roba i complements,Clothes shop
-73.9421163,40.6798708,952746,Seymonnia's inc.,4,pelu,New york,Fulton St,1470,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9421914,40.6798667,952745,Desmond Lewis Realty,10,inmo,New york,Fulton St,1468,1,2019-06-20,None,,gestió immobiliària,Real state agency
-73.9430552,40.6799211,952749,Soldier Restaurant Inc.,2,rest,New york,Fulton St,1444,1,2019-06-20,None,,restaurant,Restaurants
-73.9425481,40.6798789,952748,Bed Stuy Pharmacy,16,farm,New york,Fulton St,1458,1,2019-06-20,None,,farmàcia i ortopèdia,Pharmacy
-73.9428393,40.6799168,952750,A Gusto,40,bar,New york,Fulton St,1450,1,2019-06-20,None,,bar de tapes ,Restaurants
