X,Y,Id,Name,LayerID,LayerTextID,City,Street,Number,Order,Startdate,Enddate,PAE,category,Selected_Categories
-73.9847772,40.6712905,953911,Colombia in Park Slope,40,bar,New york,5th Ave,376,2,2019-07-15,None,,bar de tapes ,Restaurants
-73.9848221,40.6712732,953910,Botanica Universal,27,flor,New york,5th Ave,376,1,2019-07-15,None,,floristeria,Florist
-73.9847235,40.6713447,953913,Zuzu's Petals,27,flor,New york,5th Ave,374,2,2019-07-15,None,,floristeria,Florist
-73.9853783,40.670553,953898,KC Tasty Deli & Grill,151,rapi,New york,5th Ave,402,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9855638,40.6703781,953897,Slope Drugs Pharmacy,16,farm,New york,5th Ave,406,1,2019-07-15,None,,farmàcia i ortopèdia,Pharmacy
-73.9853273,40.6706237,953900,Clinton Beauty Spa,30,salud,New york,5th Ave,400,1,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9853535,40.670581,953899,Uncle Louie G,151,rapi,New york,5th Ave,402,2,2019-07-15,None,,menjar ràpid ,Fast food
-73.9852603,40.6707331,953902,Taj Mahal,2,rest,New york,5th Ave,396,1,2019-07-15,None,,restaurant,Restaurants
-73.9851822,40.6708262,953904,Coco Roco,2,rest,New york,5th Ave,392,1,2019-07-15,None,,restaurant,Restaurants
-73.9858939,40.6700082,953890,Citibank,3,banca,New york,5th Ave,424,1,2019-07-15,None,,banca i serveis financers,Banks and financial services
-73.986059,40.6697329,953889,Square Stores,8,moda,New york,5th Ave,526,1,2019-07-15,None,,roba i complements,Clothes shop
-73.9856937,40.6701971,953894,Varrio 408,151,rapi,New york,5th Ave,412,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9856215,40.6702916,953896,Rachel's Mesquite Grill,2,rest,New york,5th Ave,408,1,2019-07-15,None,,restaurant,Restaurants
-73.9863297,40.669428,953884,Chase Bank,3,banca,New york,5th Ave,444,1,2019-07-15,None,,banca i serveis financers,Banks and financial services
-73.9865953,40.6690646,953883,Dunkin' Donuts,151,rapi,New york,5th Ave,448,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9862381,40.6695356,953886,Nail on 5th,30,salud,New york,5th Ave,436,1,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9861187,40.6696653,953888,Fifth Avenue Diner,2,rest,New york,5th Ave,532,1,2019-07-15,None,,restaurant,Restaurants
-73.9862018,40.6695986,953887,Fifth Avenue Market & Deli,110,colma,New york,5th Ave,434,1,2019-07-15,None,,queviures,Supermarket
-73.981298,40.6754955,953949,seed,2,rest,New york,5th Ave,242,1,2019-07-15,None,,restaurant,Restaurants
-73.9814053,40.6753175,953947,al di la Trattoria,2,rest,New york,5th Ave,248,1,2019-07-15,None,,restaurant,Restaurants
-73.9811666,40.6756544,953953,QiPavilion Massage,30,salud,New york,5th Ave,234,2,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9812638,40.6755103,953950,Imperial Barbershop,4,pelu,New york,5th Ave,242,2,2019-07-15,None,,perruqueria,Hairdresser and beauty salon
-73.9811029,40.6757454,953955,Shaking Crab (Brooklyn),2,rest,New york,5th Ave,230,1,2019-07-15,None,,restaurant,Restaurants
-73.982131,40.6744844,953938,Reedchy,30,salud,New york,5th Ave,274,2,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9822094,40.6743806,953935,Naruto Ramen,151,rapi,New york,5th Ave,276,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9820693,40.6745403,953940,La Rosa Dancewear & Hosiery,8,moda,New york,5th Ave,272,2,2019-07-15,None,,roba i complements,Clothes shop
-73.9820954,40.6745154,953939,Blossom Brows,30,salud,New york,5th Ave,272,1,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.981746,40.6749353,953944,Buttermilk Bakeshop,33,forn,New york,5th Ave,260,1,2019-07-15,None,,forn de pa,Bakery
-73.9818164,40.6748361,953943,Radiance,30,salud,New york,5th Ave,264,1,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9815777,40.6751254,953946,Natural Grocery,110,colma,New york,5th Ave,252,1,2019-07-15,None,,queviures,Supermarket
-73.9816568,40.6750288,953945,Negril BK,2,rest,New york,5th Ave,256,1,2019-07-15,None,,restaurant,Restaurants
-73.9831003,40.6733037,953925,Il Sogno Secondo,2,rest,New york,5th Ave,310,1,2019-07-15,None,,restaurant,Restaurants
-73.9827416,40.6737669,953929,Natto Hibachi & Sushi,151,rapi,New york,5th Ave,296,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9828073,40.6737079,953928,Stained Glass Store,148,arte,New york,5th Ave,300,1,2019-07-15,None,,art i col·lecció,Art and Culture
-73.9823086,40.6742453,953932,Blue Ribbon,2,rest,New york,5th Ave,280,12,2019-07-15,None,,restaurant,Restaurants
-73.9823489,40.6741955,953931,Two Boots Pizza,151,rapi,New york,5th Ave,284,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9822463,40.6743226,953934,Bonnie's Grill,151,rapi,New york,5th Ave,278,2,2019-07-15,None,,menjar ràpid ,Fast food
-73.9822718,40.674283,953933,Calexico,2,rest,New york,5th Ave,278,1,2019-07-15,None,,restaurant,Restaurants
-73.9846552,40.6714777,953915,Mis Grill,2,rest,New york,5th Ave,370,1,2019-07-15,None,,restaurant,Restaurants
-73.9833033,40.673044,953920,Mon Plaisir Hair Studio,4,pelu,New york,5th Ave,322,1,2019-07-15,None,,perruqueria,Hairdresser and beauty salon
-73.9833476,40.6730061,953919,Stone Park Cafe,23,cafe,New york,5th Ave,324,1,2019-07-15,None,,cafeteria,Coffee shop
-73.9832517,40.6731396,953922,Tava,2,rest,New york,5th Ave,318,1,2019-07-15,None,,restaurant,Restaurants
-73.983158,40.6732437,953924,Russo's,151,rapi,New york,5th Ave,312,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9831873,40.6731813,953923,bird Brooklyn,8,moda,New york,5th Ave,316,1,2019-07-15,None,,roba i complements,Clothes shop
-73.9795647,40.6780471,953983,Rapunzel Rapunzel,4,pelu,New york,5th Ave,158,2,2019-07-15,None,,perruqueria,Hairdresser and beauty salon
-73.9795828,40.6780212,953982,Bhoomki,8,moda,New york,5th Ave,158,1,2019-07-15,None,,roba i complements,Clothes shop
-73.9794983,40.6781326,953985,Omni Beauty Salon,30,salud,New york,5th Ave,152,1,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9795338,40.6780919,953984,The VSPOT,40,bar,New york,5th Ave,156,1,2019-07-15,None,,bar de tapes ,Restaurants
-73.9792353,40.6785114,953990,Brooklyn Frameworks,148,arte,New york,5th Ave,144,1,2019-07-15,None,,art i col·lecció,Art and Culture
-73.9794123,40.6782871,953988,Wild,2,rest,New york,5th Ave,148,1,2019-07-15,None,,restaurant,Restaurants
-73.979874,40.6775465,953975,La Vellutata,43,come,New york,5th Ave,172,1,2019-07-15,None,,comestibles,Supermarket
-73.9798345,40.6776122,953977,taeg vintage store,8,moda,New york,5th Ave,170,1,2019-07-15,None,,roba i complements,Clothes shop
-73.9796961,40.6778503,953979,Park Chemists,16,farm,New york,5th Ave,164,1,2019-07-15,None,,farmàcia i ortopèdia,Pharmacy
-73.9798174,40.6776516,953978,May Taquiera,151,rapi,New york,5th Ave,168,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9796351,40.6779124,953981,Bricolage,40,bar,New york,5th Ave,162,2,2019-07-15,None,,bar de tapes ,Restaurants
-73.9796592,40.6778803,953980,Everyman Espresso,23,cafe,New york,5th Ave,162,1,2019-07-15,None,,cafeteria,Coffee shop
-73.9802517,40.677017,953967,Space Marketing Shop,10,inmo,New york,5th Ave,190,1,2019-07-15,None,,gestió immobiliària,Real state agency
-73.9801009,40.6772616,953969,Konditori,23,cafe,New york,5th Ave,186,2,2019-07-15,None,,cafeteria,Coffee shop
-73.9800566,40.6773079,953970,Blitz Facial Bar,30,salud,New york,5th Ave,184,1,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.979988,40.6774095,953972,mee thai,151,rapi,New york,5th Ave,180,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9807358,40.6763552,953959,Dime Community Bank,3,banca,New york,5th Ave,208,1,2019-07-15,None,,banca i serveis financers,Banks and financial services
-73.9808585,40.6761253,953958,Associated Supermarkets,110,colma,New york,5th Ave,216,1,2019-07-15,None,,queviures,Supermarket
-73.9805608,40.676591,953960,Brooklyn Industries,8,moda,New york,5th Ave,206,1,2019-07-15,None,,roba i complements,Clothes shop
-73.9804461,40.6767013,953962,Stylish Nail & Spa,30,salud,New york,5th Ave,202,1,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9803175,40.6769269,953965,nahm thai kitchen,2,rest,New york,5th Ave,194,2,2019-07-15,None,,restaurant,Restaurants
-73.9772867,40.6813369,954022,Alchemy,2,rest,New york,5th Ave,56,1,2019-07-15,None,,restaurant,Restaurants
-73.9771122,40.6816462,954025,Punta Cana,40,bar,New york,5th Ave,50,1,2019-07-15,None,,bar de tapes ,Restaurants
-73.9772339,40.6814474,954024,5ive Spice Tacos & Banh Mi,2,rest,New york,5th Ave,52,1,2019-07-15,None,,restaurant,Restaurants
-73.9769213,40.6819417,954030,Yayo's,40,bar,New york,5th Ave,36,1,2019-07-15,None,,bar de tapes ,Restaurants
-73.9777356,40.6806781,954014,Tabeel Aromatherapy Gifts And Salon,30,salud,New york,5th Ave,76,1,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9777087,40.6807249,954013,DCHR,10,inmo,New york,5th Ave,74,1,2019-07-15,None,,gestió immobiliària,Real state agency
-73.9774951,40.6810548,954016,Convivium Osteria,2,rest,New york,5th Ave,68,1,2019-07-15,None,,restaurant,Restaurants
-73.9775253,40.6810024,954015,Eleven Consignment Boutique,8,moda,New york,5th Ave,70,1,2019-07-15,None,,roba i complements,Clothes shop
-73.9774052,40.6811941,954019,BK9,2,rest,New york,5th Ave,62,2,2019-07-15,None,,restaurant,Restaurants
-73.9773575,40.6812379,954020,Items of Interest,7,llar,New york,5th Ave,60,1,2019-07-15,None,,"llar, decoració i mobiliari",Household items
-73.9778774,40.6804897,954005,Mr Wish,151,rapi,New york,5th Ave,86,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9779183,40.6804353,954004,Pure Bistro,2,rest,New york,5th Ave,88,1,2019-07-15,None,,restaurant,Restaurants
-73.9778063,40.6805833,954008,Nacho Macho Taco,151,rapi,New york,5th Ave,80,2,2019-07-15,None,,menjar ràpid ,Fast food
-73.9778251,40.6805456,954007,City Subs,151,rapi,New york,5th Ave,82,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9777768,40.6806377,954010,Momo Ramen,2,rest,New york,5th Ave,78,2,2019-07-15,None,,restaurant,Restaurants
-73.9777869,40.6806122,954009,George's 2 Barbershop,4,pelu,New york,5th Ave,78,1,2019-07-15,None,,perruqueria,Hairdresser and beauty salon
-73.9776648,40.6808019,954011,Peperoncino,2,rest,New york,5th Ave,72,1,2019-07-15,None,,restaurant,Restaurants
-73.9791273,40.6786792,953992,Miti Miti,2,rest,New york,5th Ave,138,1,2019-07-15,None,,restaurant,Restaurants
-73.9792108,40.6785548,953991,Relaxation Garden,30,salud,New york,5th Ave,142,2,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9791769,40.6785904,953994,New Chine Tung,151,rapi,New york,5th Ave,140,3,2019-07-15,None,,menjar ràpid ,Fast food
-73.9787241,40.6794125,953995,Key Food Supermarkets,110,colma,New york,5th Ave,120,1,2019-07-15,None,,queviures,Supermarket
-73.9779672,40.6803788,954003,Meura,4,pelu,New york,5th Ave,90,1,2019-07-15,None,,perruqueria,Hairdresser and beauty salon
-73.9781266,40.680185,954002,Beacon's Closet,8,moda,New york,5th Ave,92,1,2019-07-15,None,,roba i complements,Clothes shop
-73.9859727,40.6688196,954061,Creative Hair Spa,4,pelu,New york,9th St,326,2,2019-07-15,None,,perruqueria,Hairdresser and beauty salon
-73.9760473,40.6818102,954067,Mondini,8,moda,New york,Dean St,454,1,2019-07-15,None,,roba i complements,Clothes shop
-73.9866969,40.6691481,954063,Fatty Daddy Taco,151,rapi,New york,9th St,310,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.985094,40.6688192,954049,Dram Shop,40,bar,New york,9th St,339,1,2019-07-15,None,,bar de tapes ,Restaurants
-73.9852268,40.668869,954048,Juice Land,151,rapi,New york,9th St,337,2,2019-07-15,None,,menjar ràpid ,Fast food
-73.9848915,40.6687215,954050,CVS,16,farm,New york,9th St,341,1,2019-07-15,None,,farmàcia i ortopèdia,Pharmacy
-73.985919,40.6691814,954040,Blossom Brows,30,salud,New york,9th St,315,1,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.985732,40.6691142,954043,Empire Express,151,rapi,New york,9th St,319,2,2019-07-15,None,,menjar ràpid ,Fast food
-73.985789,40.6691386,954042,El Viejo Ya Yo 2,2,rest,New york,9th St,317,1,2019-07-15,None,,restaurant,Restaurants
-73.985675,40.6690858,954044,Pitas & Sticks,2,rest,New york,9th St,321,1,2019-07-15,None,,restaurant,Restaurants
-73.985373,40.6689422,954047,Steve's 9th Street Market,110,colma,New york,9th St,329,1,2019-07-15,None,,queviures,Supermarket
-73.9855547,40.66902,954046,HSBC Bank,3,banca,New york,9th St,325,1,2019-07-15,None,,banca i serveis financers,Banks and financial services
-73.986983,40.6697127,954032,Chinese Bodywork,30,salud,New york,9th St,285,1,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9869561,40.6697041,954031,Star Nail,30,salud,New york,9th St,285,2,2019-07-15,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9868113,40.6696304,954034,McDonald's,151,rapi,New york,9th St,289,1,2019-07-15,None,,menjar ràpid ,Fast food
-73.9868837,40.6696665,954033,Bagel Pub,40,bar,New york,9th St,287,1,2019-07-15,None,,bar de tapes ,Restaurants
-73.985964,40.6692099,954039,Dogomet,8,moda,New york,9th St,313,1,2019-07-15,None,,roba i complements,Clothes shop
-73.9886321,40.6921183,952799,Sarit Shoes,13,saba,New york,Fulton St,415,1,2019-06-20,None,,sabateria,Shoe shop
-73.9562496,40.6810952,952801,New Imperial Kitchen,151,rapi,New york,Fulton St,1120,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9881018,40.6919228,952806,Panda Express,151,rapi,New york,Fulton St,423,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9883921,40.6920309,952805,Burger King,151,rapi,New york,Fulton St,417,2,2019-06-20,None,,menjar ràpid ,Fast food
-73.9539679,40.6806362,952784,Fulton Business Center,116,basar,New york,Fulton St,1180,2,2019-06-20,None,,basar,Bazaar
-73.9540916,40.6806652,952789,Alhumdullellahi Barbershop,4,pelu,New york,Fulton St,1176,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9545178,40.6807454,952792,Diaby African Market,43,come,New york,Fulton St,1164,1,2019-06-20,None,,comestibles,Supermarket
-73.9543656,40.6807148,952790,Malaz,151,rapi,New york,Fulton St,1168,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9547324,40.6807881,952794,Hing Wong Restaurant,151,rapi,New york,Fulton St,1156,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.95444,40.6807265,952793,Hafiz Travel Inc.,21,viat,New york,Fulton St,1166,1,2019-06-20,None,,agència de viatges,Travel agencies
-73.9491606,40.6802282,952774,Not Just Pizza,151,rapi,New york,Fulton St,1286,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9537875,40.6805844,952773,Abu's,4,pelu,New york,Fulton St,1184,3,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9490422,40.6802354,952776,Fulton Stores,7,llar,New york,Fulton St,1292,3,2019-06-20,None,,"llar, decoració i mobiliari",Household items
-73.9487721,40.6802247,952775,Ruby Beauty Supply,30,salud,New york,Fulton St,1298,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9489563,40.6802278,952778,Payomatic,3,banca,New york,Fulton St,1294,2,2019-06-20,None,,banca i serveis financers,Banks and financial services
-73.949241,40.6802353,952781,EVS Discount Center,116,basar,New york,Fulton St,1288,1,2019-06-20,None,,basar,Bazaar
-73.9487298,40.6802161,952764,Ria Beauty Salon,30,salud,New york,Fulton St,1300,2,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9464701,40.6801018,952763,Applebee's Bar and Grill,40,bar,New york,Fulton St,1360,1,2019-06-20,None,,bar de tapes ,Restaurants
-73.9486856,40.68021,952770,R&M Gold Jewelry,9,joie,New york,Fulton St,1300,1,2019-06-20,None,,joieria i rellotgeria ,Jewellery
-73.9486225,40.6801967,952771,Paradise of Eden Beauty Supply,30,salud,New york,Fulton St,1302,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9850343,40.6907214,952834,T.J.Maxx,8,moda,New york,Fulton St,503,1,2019-06-20,None,,roba i complements,Clothes shop
-73.984171,40.6903798,952839,Optical Jewelry,9,joie,New york,Fulton St,523,2,2019-06-20,None,,joieria i rellotgeria ,Jewellery
-73.9842636,40.6904021,952838,Brooklyn,13,saba,New york,Fulton St,523,1,2019-06-20,None,,sabateria,Shoe shop
-73.9840906,40.690334,952840,Claire's,30,salud,New york,Fulton St,523,3,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9838538,40.6902437,952843,beauty 35,30,salud,New york,Fulton St,523,6,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9839436,40.6902752,952842,GNC Live Well,30,salud,New york,Fulton St,523,5,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9859926,40.6911144,952826,Dr Jays,8,moda,New york,Fulton St,485,2,2019-06-20,None,,roba i complements,Clothes shop
-73.9856735,40.6909669,952829,Fulton Island,116,basar,New york,Fulton St,489,1,2019-06-20,None,,basar,Bazaar
-73.9858585,40.6910513,952827,Banana Republic,8,moda,New york,Fulton St,485,3,2019-06-20,None,,roba i complements,Clothes shop
-73.9855144,40.6909105,952831,Rainbow,8,moda,New york,Fulton St,493,1,2019-06-20,None,,roba i complements,Clothes shop
-73.985599,40.6909354,952830,Perfumania,107,perfu,New york,Fulton St,489,1,2019-06-20,None,,perfumeria i drogueria,Perfume shop
-73.9849403,40.6906725,952833,Nordstrom rack,8,moda,New york,Fulton St,505,2,2019-06-20,None,,roba i complements,Clothes shop
-73.9851603,40.6907722,952832,H&M,8,moda,New york,Fulton St,497,1,2019-06-20,None,,roba i complements,Clothes shop
-73.9870075,40.6914771,952817,The Hair Shop,4,pelu,New york,Fulton St,451,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9868915,40.6914248,952819,Social Apparel,8,moda,New york,Fulton St,455,1,2019-06-20,None,,roba i complements,Clothes shop
-73.9867537,40.6913772,952821,Payless Shoesource,13,saba,New york,Fulton St,459,1,2019-06-20,None,,sabateria,Shoe shop
-73.9867034,40.6913564,952822,Nucastle Jewelers,9,joie,New york,Fulton St,463,1,2019-06-20,None,,joieria i rellotgeria ,Jewellery
-73.9565956,40.6811684,952808,Al's Mens Shop Inc.,8,moda,New york,Fulton St,1108,1,2019-06-20,None,,roba i complements,Clothes shop
-73.9880146,40.6918897,952807,Zumiez,8,moda,New york,Fulton St,425,1,2019-06-20,None,,roba i complements,Clothes shop
-73.9876374,40.6917429,952812,Metro Boutique,8,moda,New york,Fulton St,435,3,2019-06-20,None,,roba i complements,Clothes shop
-73.9877099,40.6917703,952811,City Style,13,saba,New york,Fulton St,435,1,2019-06-20,None,,sabateria,Shoe shop
-73.9871034,40.6915202,952815,Anne Taylor Factory Store,8,moda,New york,Fulton St,447,1,2019-06-20,None,,roba i complements,Clothes shop
-73.9748726,40.6866285,952884,Brooklyn Moon,23,cafe,New york,Fulton St,745,1,2019-06-20,None,,cafeteria,Coffee shop
-73.9746949,40.6865721,952886,Green Grape Annex,23,cafe,New york,Fulton St,753,3,2019-06-20,None,,cafeteria,Coffee shop
-73.9747895,40.6866092,952885,Bati,2,rest,New york,Fulton St,747,2,2019-06-20,None,,restaurant,Restaurants
-73.9742174,40.6863718,952887,Habana Outpost,2,rest,New york,Fulton St,757,1,2019-06-20,None,,restaurant,Restaurants
-73.9761899,40.6871861,952876,Butterfly Nail Plaza,30,salud,New york,Fulton St,725,2,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9762653,40.6872001,952877,Halstead,10,inmo,New york,Fulton St,725,1,2019-06-20,None,,gestió immobiliària,Real state agency
-73.9751394,40.6867368,952880,Black Forest Brooklyn,40,bar,New york,Fulton St,733,1,2019-06-20,None,,bar de tapes ,Restaurants
-73.9752814,40.6867959,952879,Fresh Garden,2,rest,New york,Fulton St,729,1,2019-06-20,None,,restaurant,Restaurants
-73.9749799,40.6866905,952882,Versailles,8,moda,New york,Fulton St,439,2,2019-06-20,None,,roba i complements,Clothes shop
-73.9750583,40.6867114,952881,Lean Crust,151,rapi,New york,Fulton St,737,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9772854,40.6876173,952866,#1 Chinese Restaurant,151,rapi,New york,Fulton St,703,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9770802,40.6875369,952868,Neal Farinah Salon,4,pelu,New york,Fulton St,709,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9769917,40.6875013,952870,Optical Solutions,18,opti,New york,Fulton St,711,2,2019-06-20,None,,òptica,Optician's shop
-73.9822837,40.6895988,952845,Duane Reade,16,farm,New york,Fulton St,559,1,2019-06-20,None,,farmàcia i ortopèdia,Pharmacy
-73.9837304,40.6902041,952844,Footaction,13,saba,New york,Fulton St,543,7,2019-06-20,None,,sabateria,Shoe shop
-73.9819511,40.6894636,952850,Blue Angels Uniforms,8,moda,New york,Fulton St,571,1,2019-06-20,None,,roba i complements,Clothes shop
-73.9791491,40.688388,952862,BRIC,148,arte,New york,Fulton St,647,1,2019-06-20,None,,art i col·lecció,Art and Culture
-73.9795219,40.6885064,952861,Dollar Deal,116,basar,New york,Fulton St,635,3,2019-06-20,None,,basar,Bazaar
-73.964599,40.6831368,952917,Deli Juice Bar,151,rapi,New york,Fulton St,957,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9644401,40.6831078,952920,Crown Fried Chicken,151,rapi,New york,Fulton St,963,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9645098,40.6831231,952919,Todays International Real Estate,10,inmo,New york,Fulton St,961,2,2019-06-20,None,,gestió immobiliària,Real state agency
-73.9641071,40.6830517,952924,Mr Melon.fruit and veg,24,fruit,New york,Fulton St,975,1,2019-06-20,None,,fruites i verdures ,Fruit shop
-73.966494,40.6835451,952909,Realty & Associates,10,inmo,New york,Fulton St,917,2,2019-06-20,None,,gestió immobiliària,Real state agency
-73.9665765,40.6835527,952908,Levels Barbershop,4,pelu,New york,Fulton St,915,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.966331,40.6834963,952911,921 Bar & Grill,40,bar,New york,Fulton St,921,2,2019-06-20,None,,bar de tapes ,Restaurants
-73.9664115,40.6835354,952910,Emily,2,rest,New york,Fulton St,919,1,2019-06-20,None,,restaurant,Restaurants
-73.96626,40.6835044,952912,3 Suns Barbershop,4,pelu,New york,Fulton St,923,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9650062,40.6832505,952916,Bergen Bagels,151,rapi,New york,Fulton St,949,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9661134,40.6834816,952914,Pure Nail Salon,30,salud,New york,Fulton St,927,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9675592,40.6837854,952900,Middle Eastern Cuisine,151,rapi,New york,Fulton St,887,3,2019-06-20,None,,menjar ràpid ,Fast food
-73.9673285,40.6837122,952902,Mac Shack NY,151,rapi,New york,Fulton St,901,2,2019-06-20,None,,menjar ràpid ,Fast food
-73.9666502,40.6835705,952907,Crest Pharmacy,16,farm,New york,Fulton St,913,1,2019-06-20,None,,farmàcia i ortopèdia,Pharmacy
-73.9737085,40.686172,952895,Chaplin's,4,pelu,New york,Fulton St,777,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9677483,40.683817,952897,Fulton Finest Deli,151,rapi,New york,Fulton St,887,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9736079,40.6861384,952896,Hungry Ghost,23,cafe,New york,Fulton St,781,2,2019-06-20,None,,cafeteria,Coffee shop
-73.9674667,40.6837692,952899,Chance 11,40,bar,New york,Fulton St,895,1,2019-06-20,None,,bar de tapes ,Restaurants
-73.9676329,40.6837926,952898,Country House Diner,151,rapi,New york,Fulton St,887,2,2019-06-20,None,,menjar ràpid ,Fast food
-73.9559638,40.6813321,952968,Crown Fried Chicken,151,rapi,New york,Fulton St,1145,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9561227,40.6813544,952966,Latin Brothers Food Corp,151,rapi,New york,Fulton St,1141,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9554523,40.6812326,952970,Popeyes Louisianan Kitchen,151,rapi,New york,Fulton St,1153,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9558865,40.6813185,952969,Better Health Pharmacy,16,farm,New york,Fulton St,1147,1,2019-06-20,None,,farmàcia i ortopèdia,Pharmacy
-73.9555469,40.6812712,952971,Dunkin Donuts,151,rapi,New york,Fulton St,1151,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9548231,40.6810932,952980,Jarama Barber Shop,4,pelu,New york,Fulton St,1173,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9583006,40.6818423,952951,Something Different Boutique,4,pelu,New york,Fulton St,1085,1,2019-06-20,None,,perruqueria,Hairdresser and beauty salon
-73.9571236,40.6815891,952957,Papa Johns,151,rapi,New york,Fulton St,1111,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9565016,40.6814485,952962,99c Amazing,116,basar,New york,Fulton St,1133,1,2019-06-20,None,,basar,Bazaar
-73.9567443,40.6814973,952961,Shop Fair Supermarket,110,colma,New york,Fulton St,1125,2,2019-06-20,None,,queviures,Supermarket
-73.9561884,40.6813702,952965,Hadja Marley,151,rapi,New york,Fulton St,1139,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.9613745,40.6824536,952938,Xochitl Taqueria,40,bar,New york,Fulton St,1015,1,2019-06-20,None,,bar de tapes ,Restaurants
-73.9594359,40.6820519,952946,GB Properties,10,inmo,New york,Fulton St,1059,1,2019-06-20,None,,gestió immobiliària,Real state agency
-73.9604596,40.6822718,952940,Ridgewood Savings Bank,3,banca,New york,Fulton St,1035,1,2019-06-20,None,,banca i serveis financers,Banks and financial services
-73.9583945,40.6818556,952950,Green Hill Food Co-op,110,colma,New york,Fulton St,1083,1,2019-06-20,None,,queviures,Supermarket
-73.9635409,40.6829491,952927,The Nail Boutique,30,salud,New york,Fulton St,983,1,2019-06-20,None,,estètica i bellesa,Hairdresser and beauty salon
-73.9638469,40.6829968,952926,Fine Pharmacy,16,farm,New york,Fulton St,981,1,2019-06-20,None,,farmàcia i ortopèdia,Pharmacy
-73.963321,40.6828834,952929,Key Food Supermarket,110,colma,New york,Fulton St,991,2,2019-06-20,None,,queviures,Supermarket
-73.9614784,40.6824815,952935,Fulton Grand,40,bar,New york,Fulton St,1011,1,2019-06-20,None,,bar de tapes ,Restaurants
-73.9628167,40.6827693,952934,Brooklyn Shawarma,151,rapi,New york,Fulton St,1001,1,2019-06-20,None,,menjar ràpid ,Fast food
-73.949969,40.6802895,953028,Barias Gold & Diamonds,9,joie,New york,Fulton St,1270,1,2019-06-20,None,,joieria i rellotgeria ,Jewellery
