osmid,relations
171946,
26513145,
1209330272,
3280496563,
171951,
26486638,
1209331009,
26486653,
3964130850,
171952,
7537704694,
26486617,
3964130834,
171953,
2681222064,
3166517084,
5075560300,
4346401936,
171954,
8147262594,
1727199789,
1727199805,
20952893,
20962888,
20952949,
2536930882,
20952910,
2065650390,
20952912,
20952926,
2065650387,
20952914,
2424952617,
2065650385,
20952923,
5022821177,
5022793352,
1606425744,
20952925,
4214481509,
20960696,
4214481508,
1168639612,
1298911514,
20952927,
5054488981,
5054499535,
1598909546,
5046860733,
20952929,
3915532194,
5054532161,
1046902531,
20952931,
7689278082,
1298911459,
20952942,
20952943,
4214481492,
4214481493,
4214481494,
4214481490,
20952948,
4214481504,
4214481503,
4214481502,
305291095,
1833057970,
20953196,
1339844565,
1339844864,
20953223,
20953197,
1436227799,
849583468,
1339845069,
20953217,
9275113669,
1095664414,
20953221,
849583483,
26080653,
1339844572,
20953226,
1522690080,
26066621,
26066619,
3519104384,
1522690084,
20953234,
20953235,
21968130,
2005647254,
21970158,
2480979100,
2005647285,
20953240,
26485805,
2005647258,
26485806,
20953242,
20953243,
2005647249,
942080468,
329991000,
9207451790,
20953244,
7549719130,
4018314904,
20953247,
26784153,
1209330546,
26784155,
20953252,
3151068819,
20960687,
1603685285,
3220663545,
21991223,
5608079022,
20960688,
20960701,
1606525003,
20960710,
4538207669,
20960689,
21994425,
4939051519,
4938081225,
20960690,
4538284269,
1606525047,
20960706,
20963208,
20960693,
20960712,
4538207660,
1603318799,
1606525013,
20960694,
4538204542,
4538204550,
5003532849,
20960695,
20960709,
26289765,
4214481507,
20960698,
20960717,
21068278,
1606525044,
1606525021,
4538207630,
20960705,
5031777950,
5025061525,
21991219,
5025061314,
1606525067,
1606524998,
20960707,
4572150477,
8604755967,
21994430,
21993886,
20960708,
8346212861,
4938081228,
352653614,
24969289,
4962703794,
21525306,
4538207666,
4538207745,
4538207670,
4540341578,
20960713,
5205117001,
5205117002,
7549539154,
20962903,
5025061524,
1606525009,
513920655,
20962900,
2005580994,
5608079021,
20963139,
25530625,
20962906,
4546169967,
20962911,
1325486817,
3259724306,
20962916,
6171453401,
25377750,
20962919,
352652754,
1391282996,
20962932,
2788400320,
4546169966,
20962935,
1811010970,
2788400326,
20962947,
1250825987,
1391283057,
1228619944,
20962965,
5003559222,
5003558820,
5003559221,
20962984,
4951398228,
4951398229,
4951398230,
21525290,
20963005,
5025045784,
4538207610,
20963025,
20963008,
21991218,
20963022,
4538207622,
5003555344,
20963045,
8227540779,
4214481519,
4214481518,
4214481520,
20963048,
4214481517,
4214481516,
20963052,
20963054,
4951422173,
4951422176,
21525286,
4951422191,
20963055,
4525169174,
4214481510,
4964454260,
20963059,
5109897676,
8186938815,
8186938816,
5174891146,
20963071,
5046860732,
